year,sector,subsector,is_sector_level,industry_name,industry_id,business_receipts,cost_goods_sold,advertising,gross_profit,ad_revenue_ratio,ad_gross_profit_ratio
2014,all industries,NA,TRUE,all industries,all_industries|_total,28075177764,17850424254,295420565,10224753510,0.01052248243923176,0.028892683301467676
2018,administrative and support and waste management and remediation services,waste management and remediation services,FALSE,waste management and remediation services,administrative_and_support_and_waste_management_and_remediation_services|waste_management_and_remediation_services,89325788,32061984,300060,57263804,0.0033591643210581024,0.005239959259430268
2018,educational services,NA,TRUE,educational services,educational_services|_total,57260195,8471782,NA,48788413,NA,NA
2018,health care and social assistance,total,TRUE,health care and social assistance,health_care_and_social_assistance|_total,852422341,95705678,5878150,756716663,0.006895818794594451,0.007767966912075253
2018,health care and social assistance,offices of physicians,FALSE,offices of physicians,health_care_and_social_assistance|offices_of_physicians,304399397,28301126,1229286,276098271,0.004038398275802104,0.0044523495042096805
2018,health care and social assistance,offices of dentists,FALSE,offices of dentists,health_care_and_social_assistance|offices_of_dentists,99040339,4897073,1712561,94143266,0.01729155026418074,0.01819100900960882
2018,health care and social assistance,offices of other health practitioners,FALSE,offices of other health practitioners,health_care_and_social_assistance|offices_of_other_health_practitioners,93879715,14195030,1028396,79684685,0.010954400532639026,0.012905817472956065
2018,health care and social assistance,outpatient care centers,FALSE,outpatient care centers,health_care_and_social_assistance|outpatient_care_centers,53982289,12633417,186656,41348872,0.0034577266629060507,0.00451417392958144
2018,health care and social assistance,miscellaneous health care and social assistance,FALSE,miscellaneous health care and social assistance,health_care_and_social_assistance|miscellaneous_health_care_and_social_assistance,142673718,28013767,906368,114659951,0.006352732743671824,0.007904835054394887
2018,health care and social assistance,"hospitals, nursing, and residential care facilities",FALSE,"hospitals, nursing, and residential care facilities",health_care_and_social_assistance|hospitals_nursing_and_residential_care_facilities,158446883,7665265,814882,150781618,0.005142934872376126,0.005404385566415662
2018,"arts, entertainment, and recreation",total,TRUE,"arts, entertainment, and recreation",arts_entertainment_and_recreation|_total,157062203,33289479,3454072,123772724,0.021991745525178963,0.02790656849404074
2018,"arts, entertainment, and recreation","other arts, entertainment, and recreation",FALSE,"other arts, entertainment, and recreation",arts_entertainment_and_recreation|other_arts_entertainment_and_recreation,82851587,15585750,1399963,67265837,0.016897238190500805,0.02081239247792308
2018,"arts, entertainment, and recreation","amusement, gambling, and recreation industries",FALSE,"amusement, gambling, and recreation industries",arts_entertainment_and_recreation|amusement_gambling_and_recreation_industries,74210616,17703729,2054109,56506887,0.027679449527814187,0.03635148048413992
2018,accommodation and food services,total,TRUE,accommodation and food services,accommodation_and_food_services|_total,595005681,214749305,12265591,380256376,0.02061424183275991,0.032256108704933326
2018,accommodation and food services,accommodation,FALSE,accommodation,accommodation_and_food_services|accommodation,119488315,13885213,3456970,105603102,0.028931448234080462,0.032735496728116945
2018,accommodation and food services,food services and drinking places,FALSE,food services and drinking places,accommodation_and_food_services|food_services_and_drinking_places,475517367,200864091,8808621,274653276,0.018524288724874268,0.032071785664773936
2018,other services,total,TRUE,other services,other_services|_total,263559340,102514772,3452972,161044568,0.01310130765997517,0.021441095734442903
2018,other services,automotive repair and maintenance,FALSE,automotive repair and maintenance,other_services|automotive_repair_and_maintenance,99232071,47999692,1196300,51232379,0.012055578281743208,0.023350467484635058
2018,other services,other repair and maintenance,FALSE,other repair and maintenance,other_services|other_repair_and_maintenance,55258376,30178206,314399,25080170,0.005689617081761506,0.012535760323793659
2018,other services,personal and laundry services,FALSE,personal and laundry services,other_services|personal_and_laundry_services,98159819,23170404,1655677,74989415,0.016867156203700825,0.022078809389298477
2018,other services,"religious, grantmaking, civic, professional, and similar organizations",FALSE,"religious, grantmaking, civic, professional, and similar organizations",other_services|religious_grantmaking_civic_professional_and_similar_organizations,10909075,1166470,286596,9742605,0.026271338312368372,0.029416773029389984
2019,all industries,NA,TRUE,all industries,all_industries|_total,31367321420,19244541273,379273097,12122780147,0.012091344744475794,0.03128598328114182
2019,"agriculture, forestry, fishing, and hunting",total,TRUE,"agriculture, forestry, fishing, and hunting",agriculture_forestry_fishing_and_hunting|_total,202609964,106869153,798898,95740811,0.003943034114551247,0.008344383044760295
2019,"agriculture, forestry, fishing, and hunting",agricultural production,FALSE,agricultural production,agriculture_forestry_fishing_and_hunting|agricultural_production,141728702,73668500,672374,68060202,0.004744091990625865,0.009879106735533933
2019,"agriculture, forestry, fishing, and hunting",forestry and logging,FALSE,forestry and logging,agriculture_forestry_fishing_and_hunting|forestry_and_logging,15394067,8163300,22364,7230767,0.0014527674850317333,0.003092894571212155
2019,"agriculture, forestry, fishing, and hunting","support activities and fishing, hunting, and trapping",FALSE,"support activities and fishing, hunting, and trapping",agriculture_forestry_fishing_and_hunting|support_activities_and_fishing_hunting_and_trapping,45487196,25037354,104160,20449842,0.0022898751551975196,0.005093437885730364
2019,mining,total,TRUE,mining,mining|_total,401013929,214991934,246935,186021995,6.157766155798543e-4,0.0013274505522854973
2019,mining,oil and gas extraction,FALSE,oil and gas extraction,mining|oil_and_gas_extraction,221750113,113986869,46967,107763244,2.1180147042360246e-4,4.358350607930845e-4
2019,mining,coal mining,FALSE,coal mining,mining|coal_mining,18863281,12968726,4402,5894555,2.3336343237425133e-4,7.467908943083913e-4
2019,mining,metal ore mining,FALSE,metal ore mining,mining|metal_ore_mining,35825538,24234887,2628,11590651,7.335549294472563e-5,2.2673446038535712e-4
2019,mining,nonmetallic mineral mining and quarrying,FALSE,nonmetallic mineral mining and quarrying,mining|nonmetallic_mineral_mining_and_quarrying,35673117,23044873,63493,12628244,0.0017798556823615946,0.005027856604607893
2019,mining,support activities for mining,FALSE,support activities for mining,mining|support_activities_for_mining,88901881,40756579,129446,48145302,0.0014560546812277233,0.002688652778624174
2019,utilities,total,TRUE,utilities,utilities|_total,590553367,305109324,1219703,285444043,0.002065356101847439,0.004273002116915784
2019,utilities,"electric power generation, transmission, and distribution",FALSE,"electric power generation, transmission, and distribution",utilities|electric_power_generation_transmission_and_distribution,310558489,162283687,800129,148274802,0.002576419670820848,0.0053962574166850005
2019,utilities,natural gas distribution,FALSE,natural gas distribution,utilities|natural_gas_distribution,75014281,50111519,81374,24902762,0.0010847801100699744,0.003267669666521328
2019,utilities,"water, sewage, and other systems",FALSE,"water, sewage, and other systems",utilities|water_sewage_and_other_systems,12329193,3351554,15009,8977639,0.0012173546151804096,0.001671820397322726
2019,utilities,combination gas and electric,FALSE,combination gas and electric,utilities|combination_gas_and_electric,192651404,89362565,323192,103288839,0.0016776000241347838,0.003129011838345864
2019,construction,total,TRUE,construction,construction|_total,2098155736,1523078605,7011750,575077131,0.0033418634659443604,0.01219271228505868
2019,construction,construction of buildings,FALSE,construction of buildings,construction|construction_of_buildings,845239046,695974238,2279010,149264808,0.0026962904882176964,0.015268233889397426
2019,construction,heavy and civil engineering construction,FALSE,heavy and civil engineering construction,construction|heavy_and_civil_engineering_construction,272099304,193099645,242769,78999659,8.92207353826969e-4,0.0030730385810905842
2019,construction,land subdivision,FALSE,land subdivision,construction|land_subdivision,25035578,16977473,112208,8058105,0.004481941659185979,0.013924861986782252
2019,construction,electrical contractors,FALSE,electrical contractors,construction|electrical_contractors,147170165,98053038,460820,49117127,0.0031312052955841966,0.009382063409368386
2019,construction,"plumbing, heating, and air-conditioning contractors",FALSE,"plumbing, heating, and air-conditioning contractors",construction|plumbing_heating_and_air_conditioning_contractors,204103853,136272590,1412785,67831263,0.006921892846383454,0.02082793298423472
2019,construction,other specialty trade contractors,FALSE,other specialty trade contractors,construction|other_specialty_trade_contractors,604507791,382701622,2504158,221806169,0.004142474319243306,0.011289848299936149
2019,manufacturing,total,TRUE,manufacturing,manufacturing|_total,7671678736,5484901347,89868797,2186777389,0.01171435875935251,0.041096454285681296
2019,manufacturing,animal food manufacturing and grain and oilseed milling,FALSE,animal food manufacturing and grain and oilseed milling,manufacturing|animal_food_manufacturing_and_grain_and_oilseed_milling,134424454,104893788,4890597,29530666,0.03638175089779424,0.16561079252327054
2019,manufacturing,sugar and confectionery product,FALSE,sugar and confectionery product,manufacturing|sugar_and_confectionery_product,36823691,20708823,1236652,16114868,0.03358305390950625,0.07673981567829162
2019,manufacturing,fruit and vegetable preserving and specialty food manufacturing,FALSE,fruit and vegetable preserving and specialty food manufacturing,manufacturing|fruit_and_vegetable_preserving_and_specialty_food_manufacturing,81009096,56720613,1645855,24288483,0.02031691601644339,0.0677627746450859
2019,manufacturing,dairy product,FALSE,dairy product,manufacturing|dairy_product,67278348,51998216,991334,15280132,0.014734814832254799,0.06487731912263585
2019,manufacturing,meat and seafood processing,FALSE,meat and seafood processing,manufacturing|meat_and_seafood_processing,159399310,129016264,1360810,30383046,0.008537113491896545,0.04478846525131154
2019,manufacturing,bakeries and tortilla manufacturing,FALSE,bakeries and tortilla manufacturing,manufacturing|bakeries_and_tortilla_manufacturing,46002923,28744926,513892,17257997,0.011170855382385159,0.029777036118386162
2019,manufacturing,other food,FALSE,other food,manufacturing|other_food,172308762,108157892,5977446,64150870,0.03469031946268641,0.09317794131240932
2019,manufacturing,soft drink and ice,FALSE,soft drink and ice,manufacturing|soft_drink_and_ice,49881515,26425247,1520021,23456268,0.03047263099366569,0.064802337694982
2019,manufacturing,breweries,FALSE,breweries,manufacturing|breweries,32238224,13031081,1739695,19207143,0.053963735719436655,0.09057541769746807
2019,manufacturing,wineries and distilleries,FALSE,wineries and distilleries,manufacturing|wineries_and_distilleries,28624489,15850020,1203407,12774469,0.04204116971310824,0.09420407220057445
2019,manufacturing,tobacco manufacturing,FALSE,tobacco manufacturing,manufacturing|tobacco_manufacturing,53063357,15799792,570696,37263565,0.010754992376377545,0.015315120815735156
2019,manufacturing,textile mills,FALSE,textile mills,manufacturing|textile_mills,18143588,13730030,97744,4413558,0.005387247549933343,0.022146304636757916
2019,manufacturing,textile product mills,FALSE,textile product mills,manufacturing|textile_product_mills,26598043,17137484,177347,9460559,0.006667671001208623,0.018745932454942674
2019,manufacturing,apparel knitting mills,FALSE,apparel knitting mills,manufacturing|apparel_knitting_mills,3473813,2335341,154593,1138472,0.04450239549451856,0.13578990084955975
2019,manufacturing,cut and sew apparel contractors and manufacturers,FALSE,cut and sew apparel contractors and manufacturers,manufacturing|cut_and_sew_apparel_contractors_and_manufacturers,28212381,17089083,696353,11123298,0.024682532112408378,0.06260310566164819
2019,manufacturing,apparel accessories and other apparel,FALSE,apparel accessories and other apparel,manufacturing|apparel_accessories_and_other_apparel,3407094,2182468,179674,1224626,0.05273526354130529,0.1467174467960014
2019,manufacturing,leather and allied product manufacturing,FALSE,leather and allied product manufacturing,manufacturing|leather_and_allied_product_manufacturing,10410479,6391241,455972,4019238,0.043799329502513765,0.11344737485065577
2019,manufacturing,wood product manufacturing,FALSE,wood product manufacturing,manufacturing|wood_product_manufacturing,102356833,76522660,487695,25834173,0.00476465503773451,0.018877902536303368
2019,manufacturing,"pulp, paper, and paperboard mills",FALSE,"pulp, paper, and paperboard mills",manufacturing|pulp_paper_and_paperboard_mills,63647723,45829222,82785,17818501,0.0013006749668012475,0.004646013713499244
2019,manufacturing,converted paper product,FALSE,converted paper product,manufacturing|converted_paper_product,95640196,64393334,818320,31246862,0.00855623507923384,0.026188869781547983
2019,manufacturing,printing and related support activities,FALSE,printing and related support activities,manufacturing|printing_and_related_support_activities,77911195,46530264,582614,31380931,0.0074779240646995595,0.018565860904509176
2019,manufacturing,petroleum refineries (including integrated),FALSE,petroleum refineries (including integrated),manufacturing|petroleum_refineries_including_integrated_,1275414306,1123821497,999994,151592809,7.840542444095809e-4,0.00659657939315578
2019,manufacturing,"asphalt paving, roofing, other petroleum and coal products",FALSE,"asphalt paving, roofing, other petroleum and coal products",manufacturing|asphalt_paving_roofing_other_petroleum_and_coal_products,24665561,17144937,222449,7520624,0.009018606955665837,0.029578529653922336
2019,manufacturing,basic chemical,FALSE,basic chemical,manufacturing|basic_chemical,219089975,165163159,1034826,53926816,0.004723292336858407,0.019189451125762737
2019,manufacturing,"resin, synthetic rubber, and artificial and synthetic fibers and filaments",FALSE,"resin, synthetic rubber, and artificial and synthetic fibers and filaments",manufacturing|resin_synthetic_rubber_and_artificial_and_synthetic_fibers_and_filaments,48926307,37216756,78861,11709551,0.0016118322603011913,0.006734758659832474
2019,manufacturing,pharmaceutical and medicine,FALSE,pharmaceutical and medicine,manufacturing|pharmaceutical_and_medicine,438061424,237768760,17492739,200292664,0.03993216028992318,0.08733589463865736
2019,manufacturing,"paint, coating, and adhesive",FALSE,"paint, coating, and adhesive",manufacturing|paint_coating_and_adhesive,59642536,35159393,959174,24483143,0.01608204587410569,0.039176914499907144
2019,manufacturing,"soap, cleaning compound, and toilet preparation",FALSE,"soap, cleaning compound, and toilet preparation",manufacturing|soap_cleaning_compound_and_toilet_preparation,109992305,53750044,7559554,56242261,0.06872802601963837,0.13441056361514342
2019,manufacturing,other chemical product and preparation,FALSE,other chemical product and preparation,manufacturing|other_chemical_product_and_preparation,76082625,55043046,371731,21039579,0.00488588557505738,0.017668176725399307
2019,manufacturing,plastics product,FALSE,plastics product,manufacturing|plastics_product,144049198,100055037,705723,43994161,0.004899180348091906,0.016041287842720766
2019,manufacturing,rubber product,FALSE,rubber product,manufacturing|rubber_product,62726470,42747764,865870,19978706,0.013803901287606333,0.04333964371866726
2019,manufacturing,"clay, refractory, and other nonmetallic mineral product",FALSE,"clay, refractory, and other nonmetallic mineral product",manufacturing|clay_refractory_and_other_nonmetallic_mineral_product,23526521,15980372,210113,7546149,0.008930899728013334,0.027843738574470235
2019,manufacturing,glass and glass product,FALSE,glass and glass product,manufacturing|glass_and_glass_product,33296312,22258605,104526,11037707,0.0031392665950511277,0.009469901674324205
2019,manufacturing,"cement, concrete, lime, and gypsum product",FALSE,"cement, concrete, lime, and gypsum product",manufacturing|cement_concrete_lime_and_gypsum_product,86912927,61515522,246540,25397405,0.0028366321157265824,0.00970729096141909
2019,manufacturing,"iron, steel mills, and steel product",FALSE,"iron, steel mills, and steel product",manufacturing|iron_steel_mills_and_steel_product,140423177,116157991,83225,24265186,5.926728178212347e-4,0.003429810923353318
2019,manufacturing,nonferrous metal production and processing,FALSE,nonferrous metal production and processing,manufacturing|nonferrous_metal_production_and_processing,96016928,79148885,137886,16868043,0.0014360592748811959,0.008174392251667844
2019,manufacturing,foundries,FALSE,foundries,manufacturing|foundries,21735622,15936179,27834,5799443,0.0012805706687390864,0.004799426427675899
2019,manufacturing,forging and stamping,FALSE,forging and stamping,manufacturing|forging_and_stamping,13229922,9784469,31799,3445453,0.0024035667028120045,0.009229265353496333
2019,manufacturing,"cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",FALSE,"cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",manufacturing|cutlery_hardware_spring_and_wire_machine_shops_screw_nut_and_bolt,76285166,49164823,386156,27120343,0.005062006419439396,0.014238610477750964
2019,manufacturing,architectural and structural metals,FALSE,architectural and structural metals,manufacturing|architectural_and_structural_metals,73501379,51657452,399071,21843927,0.005429435548413316,0.018269196742875034
2019,manufacturing,"boiler, tank, and shipping container",FALSE,"boiler, tank, and shipping container",manufacturing|boiler_tank_and_shipping_container,30138387,23527035,40761,6611352,0.0013524612315848224,0.006165304766710349
2019,manufacturing,"coating, engraving, heat treating, and allied activities",FALSE,"coating, engraving, heat treating, and allied activities",manufacturing|coating_engraving_heat_treating_and_allied_activities,14575192,8937215,33316,5637977,0.0022858017925252716,0.005909211761594629
2019,manufacturing,other fabricated metal product,FALSE,other fabricated metal product,manufacturing|other_fabricated_metal_product,120446487,80821440,685015,39625047,0.0056872974634785325,0.017287424289995162
2019,manufacturing,"agriculture, construction, and mining machinery",FALSE,"agriculture, construction, and mining machinery",manufacturing|agriculture_construction_and_mining_machinery,132306547,95381237,524326,36925310,0.003962963374745166,0.014199637051117512
2019,manufacturing,industrial machinery,FALSE,industrial machinery,manufacturing|industrial_machinery,45921309,30124170,188300,15797139,0.004100492867047845,0.011919879922560661
2019,manufacturing,commercial and service industry machinery,FALSE,commercial and service industry machinery,manufacturing|commercial_and_service_industry_machinery,34142538,20295533,311477,13847005,0.009122842595942926,0.022494178343981243
2019,manufacturing,"ventilation, heating, air-conditioning, and commercial refrigeration equipment",FALSE,"ventilation, heating, air-conditioning, and commercial refrigeration equipment",manufacturing|ventilation_heating_air_conditioning_and_commercial_refrigeration_equipment,49462272,33129945,416385,16332327,0.008418234407024409,0.025494529958896856
2019,manufacturing,metalworking machinery,FALSE,metalworking machinery,manufacturing|metalworking_machinery,27216167,17977668,93955,9238499,0.0034521760540343538,0.010169942108561142
2019,manufacturing,"engine, turbine, and power transmission equipment",FALSE,"engine, turbine, and power transmission equipment",manufacturing|engine_turbine_and_power_transmission_equipment,48262132,35845749,182368,12416383,0.0037786975511152304,0.014687691254369329
2019,manufacturing,other general purpose machinery,FALSE,other general purpose machinery,manufacturing|other_general_purpose_machinery,98498505,65549016,984900,32949489,0.00999913653511797,0.029891207114016244
2019,manufacturing,computer and peripheral equipment,FALSE,computer and peripheral equipment,manufacturing|computer_and_peripheral_equipment,257715342,159721582,3806790,97993760,0.014771297550457823,0.03884726945879003
2019,manufacturing,communications equipment,FALSE,communications equipment,manufacturing|communications_equipment,71402752,45983921,378173,25418831,0.0052963364773391365,0.014877670810274477
2019,manufacturing,audio and video equipment manufacturing and reproducing magnetic and optical media,FALSE,audio and video equipment manufacturing and reproducing magnetic and optical media,manufacturing|audio_and_video_equipment_manufacturing_and_reproducing_magnetic_and_optical_media,14084479,8865307,375744,5219172,0.026677877115653337,0.07199302877927763
2019,manufacturing,semiconductor and other electronic component,FALSE,semiconductor and other electronic component,manufacturing|semiconductor_and_other_electronic_component,257130580,160768905,1052082,96361675,0.004091625352379324,0.01091805429907689
2019,manufacturing,"navigational, measuring, electromedical, and control instruments",FALSE,"navigational, measuring, electromedical, and control instruments",manufacturing|navigational_measuring_electromedical_and_control_instruments,134727286,78075468,1168264,56651818,0.008671324381907314,0.02062182717596106
2019,manufacturing,electrical lighting equipment and household appliance,FALSE,electrical lighting equipment and household appliance,manufacturing|electrical_lighting_equipment_and_household_appliance,126110033,92181485,1162148,33928548,0.009215349265668657,0.03425280681035923
2019,manufacturing,electrical equipment,FALSE,electrical equipment,manufacturing|electrical_equipment,82458181,54403071,409011,28055110,0.004960223413126225,0.014578841430313409
2019,manufacturing,other electrical equipment and component,FALSE,other electrical equipment and component,manufacturing|other_electrical_equipment_and_component,57942210,40223105,322295,17719105,0.0055623525578330545,0.018189124112081283
2019,manufacturing,motor vehicles and parts,FALSE,motor vehicles and parts,manufacturing|motor_vehicles_and_parts,952323297,772860489,13722006,179462808,0.014408978592907405,0.07646155854197935
2019,manufacturing,aerospace product and parts,FALSE,aerospace product and parts,manufacturing|aerospace_product_and_parts,357774841,235831664,703921,121943177,0.0019674972058753566,0.00577253289046258
2019,manufacturing,ship and boat building,FALSE,ship and boat building,manufacturing|ship_and_boat_building,56563776,38129748,409233,18434028,0.007234895350692288,0.02219986863424532
2019,manufacturing,other transportation equipment and railroad rolling stock,FALSE,other transportation equipment and railroad rolling stock,manufacturing|other_transportation_equipment_and_railroad_rolling_stock,36405063,25596393,409203,10808670,0.011240277210892342,0.03785877448381716
2019,manufacturing,furniture and related product manufacturing,FALSE,furniture and related product manufacturing,manufacturing|furniture_and_related_product_manufacturing,80111599,51959902,1880550,28151697,0.02347412888363394,0.06680059109758107
2019,manufacturing,medical equipment and supplies,FALSE,medical equipment and supplies,manufacturing|medical_equipment_and_supplies,185239707,103748819,1673522,81490888,0.009034358923921208,0.0205363083048009
2019,manufacturing,other miscellaneous manufacturing,FALSE,other miscellaneous manufacturing,manufacturing|other_miscellaneous_manufacturing,86285880,51999999,1633477,34285881,0.01893098847690955,0.04764284750332068
2019,wholesale trade,total,TRUE,wholesale trade,wholesale_trade|_total,5422761983,4436517160,40073148,986244823,0.007389803964405347,0.04063204902622845
2019,wholesale trade,motor vehicle and motor vehicle parts and supplies,FALSE,motor vehicle and motor vehicle parts and supplies,wholesale_trade|motor_vehicle_and_motor_vehicle_parts_and_supplies,351500122,281553503,4579514,69946619,0.013028484809459041,0.06547155624491299
2019,wholesale trade,lumber and other construction materials,FALSE,lumber and other construction materials,wholesale_trade|lumber_and_other_construction_materials,127730821,97742149,422419,29988672,0.003307103146232811,0.014085952188879855
2019,wholesale trade,professional and commercial equipment and supplies,FALSE,professional and commercial equipment and supplies,wholesale_trade|professional_and_commercial_equipment_and_supplies,291620236,205961325,2465820,85658911,0.008455586051991261,0.0287864971806611
2019,wholesale trade,metal and mineral (except petroleum),FALSE,metal and mineral (except petroleum),wholesale_trade|metal_and_mineral_except_petroleum_,131383883,112986152,93452,18397731,7.112896792675857e-4,0.00507953942798707
2019,wholesale trade,electrical and electronic goods,FALSE,electrical and electronic goods,wholesale_trade|electrical_and_electronic_goods,494098785,392656790,4852639,101441995,0.009821191930273619,0.047836588781598785
2019,wholesale trade,"hardware, plumbing, heating equipment, and supplies",FALSE,"hardware, plumbing, heating equipment, and supplies",wholesale_trade|hardware_plumbing_heating_equipment_and_supplies,140027148,100245620,914402,39781528,0.006530176562619129,0.022985592710264926
2019,wholesale trade,"machinery, equipment, and supplies",FALSE,"machinery, equipment, and supplies",wholesale_trade|machinery_equipment_and_supplies,400736037,302587289,1681068,98148748,0.004194950902306797,0.017127757961823416
2019,wholesale trade,"furniture, sports, toys, recycle, jewelry, and other durable goods",FALSE,"furniture, sports, toys, recycle, jewelry, and other durable goods",wholesale_trade|furniture_sports_toys_recycle_jewelry_and_other_durable_goods,334261724,264854268,3973645,69407456,0.01188782536166181,0.05725098179653782
2019,wholesale trade,paper and paper product,FALSE,paper and paper product,wholesale_trade|paper_and_paper_product,67672313,55961169,119362,11711144,0.0017638232640282297,0.010192172515340943
2019,wholesale trade,drugs and druggists' sundries,FALSE,drugs and druggists' sundries,wholesale_trade|drugs_and_druggists_sundries,839056326,734028830,7255835,105027496,0.008647613724087459,0.06908509939149649
2019,wholesale trade,"apparel, piece goods, and notions",FALSE,"apparel, piece goods, and notions",wholesale_trade|apparel_piece_goods_and_notions,141163245,88665506,4323627,52497739,0.03062856057184007,0.08235834689947313
2019,wholesale trade,grocery and related product,FALSE,grocery and related product,wholesale_trade|grocery_and_related_product,773700534,610224655,4152479,163475879,0.00536703649218368,0.025401172487349036
2019,wholesale trade,farm product raw material,FALSE,farm product raw material,wholesale_trade|farm_product_raw_material,124685507,115051558,122817,9633949,9.85014240668725e-4,0.01274835480237647
2019,wholesale trade,chemical and allied products,FALSE,chemical and allied products,wholesale_trade|chemical_and_allied_products,81150655,64529607,107270,16621048,0.0013218624051771362,0.006453865002976948
2019,wholesale trade,petroleum and petroleum products,FALSE,petroleum and petroleum products,wholesale_trade|petroleum_and_petroleum_products,840601233,799213971,298466,41387262,3.55062529393173e-4,0.007211542527263581
2019,wholesale trade,"beer, wine, and distilled alcoholic beverage",FALSE,"beer, wine, and distilled alcoholic beverage",wholesale_trade|beer_wine_and_distilled_alcoholic_beverage,88831708,66231442,2574226,22600266,0.028978684052770886,0.113902464687805
2019,wholesale trade,miscellaneous nondurable goods,FALSE,miscellaneous nondurable goods,wholesale_trade|miscellaneous_nondurable_goods,179317674,139695146,2095160,39622528,0.011684068576530834,0.05287799910192505
2019,wholesale trade,wholesale electronic markets and agents and brokers,FALSE,wholesale electronic markets and agents and brokers,wholesale_trade|wholesale_electronic_markets_and_agents_and_brokers,15224030,4328180,40948,10895850,0.002689695172697374,0.003758128094641538
2019,retail trade,total,TRUE,retail trade,retail_trade|_total,4894614419,3606571361,66189074,1288043058,0.013522837211255313,0.0513873147243809
2019,retail trade,new and used car dealers,FALSE,new and used car dealers,retail_trade|new_and_used_car_dealers,873780001,771793153,7910932,101986848,0.009053688561132449,0.07756815859237065
2019,retail trade,other motor vehicle and parts dealers,FALSE,other motor vehicle and parts dealers,retail_trade|other_motor_vehicle_and_parts_dealers,201300046,137910424,2269626,63389622,0.011274840940672215,0.035804378199321016
2019,retail trade,furniture and home furnishings stores,FALSE,furniture and home furnishings stores,retail_trade|furniture_and_home_furnishings_stores,107307299,63541738,3909240,43765561,0.036430327074023175,0.08932228699181989
2019,retail trade,electronics and appliance stores,FALSE,electronics and appliance stores,retail_trade|electronics_and_appliance_stores,107584761,80760189,1893002,26824572,0.01759544737009733,0.07056970004964105
2019,retail trade,home centers; paint and wallpaper stores,FALSE,home centers; paint and wallpaper stores,retail_trade|home_centers_paint_and_wallpaper_stores,198293541,129495060,1528130,68798481,0.007706403306399173,0.022211682260833636
2019,retail trade,hardware stores,FALSE,hardware stores,retail_trade|hardware_stores,28376355,18452646,421480,9923709,0.014853211414926265,0.04247202331305765
2019,retail trade,other building materials dealers,FALSE,other building materials dealers,retail_trade|other_building_materials_dealers,82588808,58774000,402766,23814808,0.004876762478518881,0.01691241852548213
2019,retail trade,lawn and garden equipment and supplies stores,FALSE,lawn and garden equipment and supplies stores,retail_trade|lawn_and_garden_equipment_and_supplies_stores,25116049,16662579,255479,8453470,0.010171942250948786,0.030221790578306897
2019,retail trade,food and beverage stores,FALSE,food and beverage stores,retail_trade|food_and_beverage_stores,696255020,530239091,3721714,166015929,0.0053453316573573864,0.022417812690732827
2019,retail trade,"beer, wine, and liquor stores",FALSE,"beer, wine, and liquor stores",retail_trade|beer_wine_and_liquor_stores,33448712,25553245,196714,7895467,0.0058810635219676026,0.024914802379643913
2019,retail trade,health and personal care stores,FALSE,health and personal care stores,retail_trade|health_and_personal_care_stores,487408697,369658589,4002323,117750108,0.008211431237551348,0.0339899730707678
2019,retail trade,gasoline stations,FALSE,gasoline stations,retail_trade|gasoline_stations,353595119,300647899,549531,52947220,0.0015541249595133692,0.010378845197160492
2019,retail trade,clothing and clothing accessories stores,FALSE,clothing and clothing accessories stores,retail_trade|clothing_and_clothing_accessories_stores,251091734,134120750,7247546,116970984,0.028864136164673586,0.061960203737364473
2019,retail trade,"sporting goods, hobby, book, and music stores",FALSE,"sporting goods, hobby, book, and music stores",retail_trade|sporting_goods_hobby_book_and_music_stores,65638882,39488619,1375464,26150263,0.020955018703700652,0.05259847673424929
2019,retail trade,general merchandise stores,FALSE,general merchandise stores,retail_trade|general_merchandise_stores,762034487,574229996,7617735,187804491,0.00999657512875792,0.040562049179111485
2019,retail trade,miscellaneous store retailers,FALSE,miscellaneous store retailers,retail_trade|miscellaneous_store_retailers,156086586,97881643,3066048,58204943,0.019643251086291297,0.0526767632089254
2019,retail trade,nonstore retailers,FALSE,nonstore retailers,retail_trade|nonstore_retailers,464708321,257361739,19821346,207346582,0.042653305534419296,0.09559523870039005
2019,transportation and warehousing,total,TRUE,transportation and warehousing,transportation_and_warehousing|_total,1004662286,323615000,4249689,681047286,0.004229967680900884,0.006239932362053345
2019,transportation and warehousing,air transportation,FALSE,air transportation,transportation_and_warehousing|air_transportation,221118090,71486527,1266466,149631563,0.005727554900641553,0.008463896083208059
2019,transportation and warehousing,rail transportation,FALSE,rail transportation,transportation_and_warehousing|rail_transportation,60015113,9048678,108278,50966435,0.001804178890740404,0.0021244962493452797
2019,transportation and warehousing,water transportation,FALSE,water transportation,transportation_and_warehousing|water_transportation,25141375,12913418,122211,12227957,0.004860951320283795,0.009994392358429131
2019,transportation and warehousing,truck transportation,FALSE,truck transportation,transportation_and_warehousing|truck_transportation,302024934,115518267,638572,186506667,0.002114302258236732,0.003423856156305662
2019,transportation and warehousing,transit and ground passenger transportation,FALSE,transit and ground passenger transportation,transportation_and_warehousing|transit_and_ground_passenger_transportation,35043528,9502221,122808,25541307,0.0035044416760778197,0.004808211263425164
2019,transportation and warehousing,pipeline transportation,FALSE,pipeline transportation,transportation_and_warehousing|pipeline_transportation,8872598,3255796,564,5616802,6.356649991355407e-5,1.0041301082003603e-4
